"EDID","Candidate","Party EN","Party FR","Candidate Residence","Candidate Occupation","Votes Obtained","Percentage of Votes Obtained","Majority","Majority Percentage"
24013,"Anne-Marie Day","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Québec, Que./Qc","Directrice",6542,13.09,,
24013,"François Bédard","Green Party","Parti Vert","Québec, Que./Qc","Analyste en informatique",1231,2.46,,
24015,"Carole Freeman","Bloc Québécois","Bloc Québécois","Léry, Que./Qc","Avocate",25086,45.58,14982,27.2
24015,"Linda Schwey","Liberal","Libéral","Outremont, Que./Qc","Chartered Accountant",10104,18.36,,
24015,"Pierre-Paul Routhier","Conservative","Conservateur","Châteauguay, Que./Qc","avocat",9827,17.86,,
24015,"Sonia Jurado","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Saint-Philippe, Que./Qc","Agente en développement",8261,15.01,,
24015,"Brian Sarwer-Foner","Green Party","Parti Vert","Montréal, Que./Qc","Consultant environnemental",1755,3.19,,
24016,"Robert Bouchard","Bloc Québécois","Bloc Québécois","Chicoutimi, Que./Qc","Parlementaire",19737,41.31,3057,6.4
24016,"Jean-Guy Maltais","Conservative","Conservateur","Chicoutimi, Que./Qc","Retraité",16680,34.91,,
24016,"Marc Pettersen","Liberal","Libéral","Chicoutimi, Que./Qc","Menuisier",6425,13.45,,
24016,"Stéphane Girard","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Chicoutimi, Que./Qc","Enseignant au secondaire",3742,7.83,,
24016,"Jean-François Veilleux","Green Party","Parti Vert","Chicoutimi, Que./Qc","Étudiant",1193,2.5,,
24017,"France Bonsant","Bloc Québécois","Bloc Québécois","Sherbrooke, Que./Qc","Parlementaire",20332,41.86,9386,19.3
24017,"William Hogg","Liberal","Libéral","Magog, Que./Qc","Professor",10946,22.53,,
24017,"Michel Gagné","Conservative","Conservateur","Asbestos, Que./Qc","Agriculteur",9445,19.44,,
24017,"Jean Rousseau","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Saint-Denis-de-Brompton, Que./Qc","Conseiller aux ressources humaines",5483,11.29,,
24017,"Gary Caldwell","Green Party","Parti Vert","Sainte-Edwidge, Que./Qc","Farmer",2368,4.88,,
24018,"Roger Pomerleau","Bloc Québécois","Bloc Québécois","Lefebvre, Que./Qc","Attaché politique",17613,38.79,6123,13.5
24018,"André Komlosy","Conservative","Conservateur","Saint-Charles-de-Drummond, Que./Qc","Avocat et consultant en développement des affaires",11490,25.31,,
24018,"Jean Courchesne","Liberal","Libéral","Drummondville, Que./Qc","Représentant",7697,16.95,,
24018,"Annick Corriveau","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Drummondville, Que./Qc","Responsable de la diffusion",7460,16.43,,
24018,"Réginald Gagnon","Green Party","Parti Vert","Beloeil, Que./Qc","Avocat",1144,2.52,,
24019,"Raynald Blais","Bloc Québécois","Bloc Québécois","Chandler, Que./Qc","Parlementaire",14636,40.1,4796,13.1
24019,"Denis Gauvreau","Liberal","Libéral","Montréal, Que./Qc","Pharmacologue",9840,26.96,,
24019,"Darryl Gray","Conservative","Conservateur","Escuminac, Que./Qc","Enseignant",8334,22.84,,
24019,"Gaston Langlais","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Gaspé, Que./Qc","Retraité",2549,6.98,,
24019,"Julien Leblanc","Green Party","Parti Vert","Saint-Alexis-de-Matapédia, Que./Qc","Caméraman",1136,3.11,,
24020,"Richard Nadeau","Bloc Québécois","Bloc Québécois","Gatineau, Que./Qc","Parlementaire",15189,29.15,1577,3
24020,"Françoise Boivin","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Gatineau, Que./Qc","Avocate",13612,26.13,,
24020,"Michel Simard","Liberal","Libéral","Gatineau, Que./Qc","avocat",13193,25.32,,
24020,"Denis Tassé","Conservative","Conservateur","Gatineau, Que./Qc","Homme d'affaires",8762,16.82,,
24020,"David Inglis","Green Party","Parti Vert","Gatineau, Que./Qc","Entrepreneur",1342,2.58,,
24041,"Jean-Yves Roy","Bloc Québécois","Bloc Québécois","Rimouski, Que./Qc","Enseignant",11984,37.53,616,1.9
24041,"Nancy Charest","Liberal","Libéral","Matane, Que./Qc","Avocate",11368,35.6,,
24041,"Jérôme Landry","Conservative","Conservateur","Matane, Que./Qc","Travailleur Autonome",5771,18.07,,
24041,"Julie Demers","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Montréal, Que./Qc","Rédactrice-Traductrice",1497,4.69,,
24041,"Louis Drainville","Green Party","Parti Vert","Saint-Joseph-de-Lepage, Que./Qc","Agronome",1139,3.57,,
24041,"Liliane Potvin","Independent","Indépendant","Métis-sur-Mer, Que./Qc","Écrivaine,Enseignante",175,0.55,,
24021,"Réal Ménard","Bloc Québécois","Bloc Québécois","Montréal, Que./Qc","Politicologue",22720,49.73,13278,29.1
24021,"Diane Dicaire","Liberal","Libéral","Montréal, Que./Qc","Parajuriste",9442,20.67,,
24021,"Jean-Claude Rocheleau","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Montréal, Que./Qc","Président de syndicat",6600,14.45,,
24021,"Luc Labbé","Conservative","Conservateur","Montréal, Que./Qc","Directeur service main-d'oeuvre",4201,9.2,,
24021,"Philippe Larochelle","Green Party","Parti Vert","Montréal, Que./Qc","Avocat",1946,4.26,,
24021,"Simon Landry","neorhino.ca","neorhino.ca","Trois-Rivières, Que./Qc","Chansonnier",230,0.5,,
24021,"Marianne Breton Fontaine","Communist","Communiste","Montréal, Que./Qc","Étudiante",184,0.4,,
24021,"Blair T. Longley","Radical Marijuana","Radical Marijuana","Montréal, Que./Qc","Unemployed",183,0.4,,
24021,"Christine Dandenault","Marxist-Leninist","Marxiste-Léniniste","Montréal, Que./Qc","Secrétaire de direction",177,0.39,,
24022,"Pablo Rodriguez","Liberal","Libéral","Montréal, Que./Qc","Parlementaire",21544,43.67,7673,15.6
24022,"Gérard Labelle","Bloc Québécois","Bloc Québécois","L'Île-Perrot, Que./Qc","Homme d'affaires",13871,28.12,,
24022,"Rodrigo Alfaro","Conservative","Conservateur","Sainte-Julie, Que./Qc","Cadre",7549,15.3,,
24022,"François Pilon","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Montréal, Que./Qc","Fonctionnaire",4986,10.11,,
24022,"Gaëtan Bérard","Green Party","Parti Vert","Montréal, Que./Qc","Administrateur",1380,2.8,,
24023,"Marcel Proulx","Liberal","Libéral","Gatineau, Que./Qc","Parlementaire",19750,37.45,8125,15.4
24023,"Raphaël Déry","Bloc Québécois","Bloc Québécois","Gatineau, Que./Qc","Professeur de français",11625,22.05,,
24023,"Pierre Ducasse","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Gatineau, Que./Qc","conseiller politique",10454,19.83,,
24023,"Paul Fréchette","Conservative","Conservateur","Gatineau, Que./Qc","avocat",7996,15.16,,
24023,"Frédéric Pouyot","Green Party","Parti Vert","Gatineau, Que./Qc","Dirigeant d'entreprise",2784,5.28,,
24023,"Gabriel Girard-Bernier","Marxist-Leninist","Marxiste-Léniniste","Gatineau, Que./Qc","Étudiant",121,0.23,,
24024,"Thierry St-Cyr","Bloc Québécois","Bloc Québécois","Montréal, Que./Qc","Ingénieur",17144,34.91,1303,2.7
24024,"Christian P. Feuillette","Liberal","Libéral","Montréal, Que./Qc","Éditeur",15841,32.26,,
24024,"Daniel Breton","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Montréal, Que./Qc","Écologiste",7708,15.7,,
24024,"Daniel Beaudin","Conservative","Conservateur","Verdun, Que./Qc","Agent immobilier affilié",5494,11.19,,
24024,"Véronik Sansoucy","Green Party","Parti Vert","Montréal, Que./Qc","Ergothérapeute",2345,4.78,,
24024,"Darryl Gray","Independent","Indépendant","Brossard, Que./Qc","Minister of Religion",577,1.17,,
24025,"Pierre Paquette","Bloc Québécois","Bloc Québécois","Saint-Alphonse-Rodriguez, Que./Qc","Économiste",28040,52.4,18500,34.6
24025,"Sylvie Lavallée","Conservative","Conservateur","Saint-Lambert, Que./Qc","Infirmière",9540,17.83,,
24025,"Suzie St-Onge","Liberal","Libéral","Saint-Alexis-des-Monts, Que./Qc","Directrice de services",7769,14.52,,
24025,"Francine Raynault","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Crabtree, Que./Qc","Bénévole",5579,10.42,,
24025,"Annie Durette","Green Party","Parti Vert","Sainte-Mélanie, Que./Qc","Artiste-peintre",2588,4.84,,
24026,"Jean-Pierre Blackburn","Conservative","Conservateur","Jonquière, Que./Qc","Parlementaire",26639,52.48,7604,15
24026,"Chantale Bouchard","Bloc Québécois","Bloc Québécois","Montréal, Que./Qc","Avocate",19035,37.5,,
24026,"Marc Dupéré","Liberal","Libéral","Jonquière, Que./Qc","Représentant",2616,5.15,,
24026,"Jean-François Paradis","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Montréal, Que./Qc","Organisateur communautaire",2475,4.88,,
24027,"Francis Scarpaleggia","Liberal","Libéral","Kirkland, Que./Qc","Parliamentarian",23842,46.39,11757,22.9
24027,"Andrea Paine","Conservative","Conservateur","Saint-Lazare, Que./Qc","Senior Policy Advisor",12085,23.51,,
24027,"Daniel Quinn","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Pointe-Claire, Que./Qc","educator",8105,15.77,,
24027,"Peter Graham","Green Party","Parti Vert","Pointe-Claire, Que./Qc","Educator",4415,8.59,,
24027,"Maxime Clément","Bloc Québécois","Bloc Québécois","L'Assomption, Que./Qc","Étudiant",2953,5.75,,
24028,"Francine Lalonde","Bloc Québécois","Bloc Québécois","Laval, Que./Qc","Parlementaire",25976,56.09,18573,40.1
24028,"Oumy Sarr","Liberal","Libéral","LaSalle, Que./Qc","Consultante Entreprenariat Social",7403,15.99,,
24028,"Isabelle Maguire","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Brossard, Que./Qc","Chargée de projet environnement",5975,12.9,,
24028,"Hubert Pichet","Conservative","Conservateur","Anjou, Que./Qc","Avocat",5179,11.18,,
24028,"Domita Cundari","Green Party","Parti Vert","Mascouche, Que./Qc","Étudiante",1340,2.89,,
24028,"Ben 97 Benoit","neorhino.ca","neorhino.ca","Montréal, Que./Qc","Caméraman télé",261,0.56,,
24028,"Claude Brunelle","Marxist-Leninist","Marxiste-Léniniste","Montréal, Que./Qc","Enseignant",177,0.38,,
24029,"Lise Zarac","Liberal","Libéral","LaSalle, Que./Qc","Conseillère municipale",17226,40.6,6842,16.1
24029,"Frédéric Isaya","Bloc Québécois","Bloc Québécois","Montréal, Que./Qc","Enseignant suppléant et acteur",10384,24.47,,
24029,"Béatrice Guay-Pepper","Conservative","Conservateur","Verdun, Que./Qc","Consultante en communications",6802,16.03,,
24029,"Amy Darwish","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Montréal, Que./Qc","Intervenante à la jeunesse",5622,13.25,,
24029,"Kristina Vitelli","Green Party","Parti Vert","Lachenaie, Que./Qc","Étudiante",1579,3.72,,
24029,"Antoine Kaluzny","Independent","Indépendant","LaSalle, Que./Qc","Homme d'affaires",674,1.59,,
24029,"Yves Le Seigle","Marxist-Leninist","Marxiste-Léniniste","Montréal, Que./Qc","Concierge",144,0.34,,
24030,"Johanne Deschamps","Bloc Québécois","Bloc Québécois","Mont-Laurier, Que./Qc","Parlementaire",24956,47.08,10813,20.4
24030,"Pierre Gfeller","Liberal","Libéral","Nominingue, Que./Qc","médecin",14143,26.68,,
24030,"Guy Joncas","Conservative","Conservateur","Mont-Tremblant, Que./Qc","homme d'affaires",6914,13.04,,
24030,"David Dupras","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Mont-Tremblant, Que./Qc","Étudiant",4896,9.24,,
24030,"Jacques Rigal","Green Party","Parti Vert","Val-David, Que./Qc","Retraité de l'enseignement",2094,3.95,,
24031,"Gilles Duceppe","Bloc Québécois","Bloc Québécois","Montréal, Que./Qc","Parlementaire",24103,50.24,15305,31.9
24031,"Sébastien Caron","Liberal","Libéral","Montréal, Que./Qc","Avocat",8798,18.34,,
24031,"François Grégoire","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Montréal, Que./Qc","Enseignant",8209,17.11,,
24031,"Dylan Perceval-Maxwell","Green Party","Parti Vert","Montréal, Que./Qc","Businessman",3801,7.92,,
24031,"Charles K. Langford","Conservative","Conservateur","Montréal, Que./Qc","Chargé de cours à l'ESF de l'UQAM",2320,4.84,,
24031,"François Yo Gourd","neorhino.ca","neorhino.ca","Montréal, Que./Qc","Comédien",447,0.93,,
24031,"Serge Lachapelle","Marxist-Leninist","Marxiste-Léniniste","Montréal, Que./Qc","Journaliste, sans emploi",118,0.25,,
24031,"Daniel 'F4J' Laforest","Independent","Indépendant","Montréal, Que./Qc","vérificateur en technologie de l'information",93,0.19,,
24031,"Samie Pagé-Quirion","Communist","Communiste","Montréal, Que./Qc","Préposée aux bénéficiaires",86,0.18,,
24032,"Nicole Demers","Bloc Québécois","Bloc Québécois","Laval, Que./Qc","Parlementaire",19085,37.8,4895,9.7
24032,"Alia Haddad","Liberal","Libéral","Laval, Que./Qc","Enseignante",14190,28.1,,
24032,"Jean-Pierre Bélisle","Conservative","Conservateur","Saint-Joseph-du-Lac, Que./Qc","Avocat",9101,18.02,,
24032,"Alain Giguère","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Laval, Que./Qc","Avocat",6289,12.46,,
24032,"Eric Madelein","Green Party","Parti Vert","Rigaud, Que./Qc","Insurance Broker",1607,3.18,,
24032,"Yvon Breton","Marxist-Leninist","Marxiste-Léniniste","Montréal, Que./Qc","traducteur",221,0.44,,
24033,"Raymonde Folco","Liberal","Libéral","Montréal, Que./Qc","Parlementaire",21603,40.45,9027,16.9
24033,"Mohamedali Jetha","Bloc Québécois","Bloc Québécois","Laval, Que./Qc","Machiniste",12576,23.55,,
24033,"Agop Evereklian","Conservative","Conservateur","Laval, Que./Qc","Directeur de protocole",11017,20.63,,
24033,"Zahia El-Masri","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Montréal, Que./Qc","Facilitatrice",6124,11.47,,
24033,"Brent Neil","Green Party","Parti Vert","Pointe-Claire, Que./Qc","Fish room staff",1752,3.28,,
24033,"Sylvain A. Trottier","neorhino.ca","neorhino.ca","Laval, Que./Qc","Étudiant",336,0.63,,
24034,"Steven Blaney","Conservative","Conservateur","Saint-Rédempteur, Que./Qc","ingénieur",24785,45.9,11038,20.4
24034,"Guy Bergeron","Bloc Québécois","Bloc Québécois","Québec, Que./Qc","Politologue",13747,25.46,,
24034,"Pauline Côté","Liberal","Libéral","Québec, Que./Qc","Professeure",8130,15.06,,
24034,"Gabriel Biron","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Québec, Que./Qc","Consultant en communication",5856,10.84,,
24034,"Lynne Champoux-Williams","Green Party","Parti Vert","Saint-Nicolas, Que./Qc","Spécialiste en environnement et développement",1370,2.54,,
24034,"Normand Fournier","Marxist-Leninist","Marxiste-Léniniste","Rimouski, Que./Qc","Boutefeu",113,0.21,,
24035,"Jean Dorion","Bloc Québécois","Bloc Québécois","Montréal, Que./Qc","Sociologue",23118,46.12,12198,24.3
24035,"Ryan Hillier","Liberal","Libéral","Montréal, Que./Qc","Avocat",10920,21.79,,
24035,"Jacques Bouchard","Conservative","Conservateur","Longueuil, Que./Qc","Agent immobilier",7210,14.38,,
24035,"Lise St-Denis","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Montréal, Que./Qc","Enseignante",7021,14.01,,
24035,"Danielle Moreau","Green Party","Parti Vert","Longueuil, Que./Qc","Étudiante",1752,3.5,,
24035,"Serge Patenaude","Marxist-Leninist","Marxiste-Léniniste","Berthierville, Que./Qc","Travailleur social retraité",103,0.21,,
24036,"Jacques Gourde","Conservative","Conservateur","Saint-Narcisse, Que./Qc","Parlementaire",24495,47.27,11757,22.7
24036,"Antoine Sarrazin-Bourgoin","Bloc Québécois","Bloc Québécois","Saint-Antoine-de-Tilly, Que./Qc","Étudiant",12738,24.58,,
24036,"Raymond Côté","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Québec, Que./Qc","Manoeuvre",6828,13.18,,
24036,"Marie-Thérèse Hovington","Liberal","Libéral","Saint-Nicolas, Que./Qc","Retraitée",6498,12.54,,
24036,"Shirley Picknell","Green Party","Parti Vert","Saint-Nicolas, Que./Qc","Teacher",1265,2.44,,
24037,"Pascal-Pierre Paillé","Bloc Québécois","Bloc Québécois","Québec, Que./Qc","Enseignant",20992,36.23,4649,8
24037,"Luc Harvey","Conservative","Conservateur","Québec, Que./Qc","Parlementaire",16343,28.21,,
24037,"Jean Beaupré","Liberal","Libéral","Saint-Ferréol-les-Neiges, Que./Qc","Avocat",13669,23.59,,
24037,"Denis Blanchette","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Québec, Que./Qc","Analyste en informatique",5403,9.33,,
24037,"Michelle Fontaine","Green Party","Parti Vert","Québec, Que./Qc","Enseignante",1408,2.43,,
24037,"Stefan Jetchick","Christian Heritage Party","Parti de l'Héritage Chrétien","Québec, Que./Qc","Interprète",119,0.21,,
24038,"Josée Verner","Conservative","Conservateur","Saint-Augustin-de-Desmaures, Que./Qc","adjointe exécutive, conseillère politique",23683,47.14,10353,20.6
24038,"France Gagné","Bloc Québécois","Bloc Québécois","Québec, Que./Qc","Technicien en administration",13330,26.53,,
24038,"Hélène H. Leone","Liberal","Libéral","Ottawa, Ont.","Doctorante",6712,13.36,,
24038,"Alexandrine Latendresse","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Québec, Que./Qc","Étudiante",5252,10.45,,
24038,"Jean Cloutier","Green Party","Parti Vert","Québec, Que./Qc","Administrateur public",1260,2.51,,
24039,"Gérard Asselin","Bloc Québécois","Bloc Québécois","Baie-Comeau, Que./Qc","Parlementaire",15272,49.29,6898,22.3
24039,"Pierre Breton","Conservative","Conservateur","Baie-Comeau, Que./Qc","Retraité",8374,27.03,,
24039,"Randy Jones","Liberal","Libéral","La Tabatière, Que./Qc","Mayor",4737,15.29,,
24039,"Michaël Chicoine","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Sept-Îles, Que./Qc","Agent de sécurité",1491,4.81,,
24039,"Jacques Gélineau","Green Party","Parti Vert","Gallix, Que./Qc","Technicien en Bâtiment",1112,3.59,,
24040,"Serge Ménard","Bloc Québécois","Bloc Québécois","Saint-Lambert, Que./Qc","Avocat",25552,45.53,11824,21.1
24040,"Robert Frégeau","Liberal","Libéral","Boisbriand, Que./Qc","Notaire",13728,24.46,,
24040,"Claude Moreau","Conservative","Conservateur","Lorraine, Que./Qc","V-Président Finance",7759,13.82,,
24040,"Benoît Beauchamp","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Montréal, Que./Qc","Enseignant",6907,12.31,,
24040,"Lise Bissonnette","Green Party","Parti Vert","Boisbriand, Que./Qc","Travailleur autonome",2178,3.88,,
24042,"Christian Paradis","Conservative","Conservateur","Thetford Mines, Que./Qc","Avocat",20697,46.7,8414,19
24042,"Pierre Turcotte","Bloc Québécois","Bloc Québécois","Thetford Mines, Que./Qc","Notaire",12283,27.72,,
24042,"Nicole Champagne","Liberal","Libéral","Thetford Mines, Que./Qc","Retraité",6185,13.96,,
24042,"Bruno Vézina","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Irlande, Que./Qc","Ouvrier sylvicole",4191,9.46,,
24042,"Jean-R. Guernon","Green Party","Parti Vert","Saint-Ferdinand, Que./Qc","Écrivain",959,2.16,,
24043,"Roger Gaudet","Bloc Québécois","Bloc Québécois","Saint-Liguori, Que./Qc","Parlementaire",33519,55.69,25132,41.8
24043,"David Grégoire","Liberal","Libéral","Montréal, Que./Qc","Mathematicien",8387,13.93,,
24043,"Marie-Josée Beauchamp","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Montréal, Que./Qc","Conseillère en communications",8337,13.85,,
24043,"Claude Marc Boudreau","Conservative","Conservateur","Lachenaie, Que./Qc","Avocat",8096,13.45,,
24043,"Michel Paulette","Green Party","Parti Vert","Mascouche, Que./Qc","Entrepreneur",1854,3.08,,
24058,"Paul Crête","Bloc Québécois","Bloc Québécois","La Pocatière, Que./Qc","Parlementaire",20494,46.03,6854,15.4
24058,"Denis Laflamme","Conservative","Conservateur","Montmagny, Que./Qc","Ingénieur",13640,30.64,,
24058,"Jean Bouchard","Liberal","Libéral","Saint-Jean-Port-Joli, Que./Qc","Conseiller en sécurité financière",6835,15.35,,
24058,"Gaston Hervieux","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","L'Isle-Verte, Que./Qc","Recherchiste",2428,5.45,,
24058,"Claude Gaumond","Green Party","Parti Vert","Cacouna, Que./Qc","Psychologue",978,2.2,,
24058,"Aubert Côté","Christian Heritage Party","Parti de l'Héritage Chrétien","Saint-Bruno, Que./Qc","Manoeuvre à la transformation des aliments",147,0.33,,
24014,"Michel Guimond","Bloc Québécois","Bloc Québécois","Boischatel, Que./Qc","Parlementaire et avocat",21068,48.88,9279,21.5
24014,"Guy-Léonard Tremblay","Conservative","Conservateur","Château-Richer, Que./Qc","Retraité",11789,27.35,,
24014,"Robert Gauthier","Liberal","Libéral","Saint-Irénée, Que./Qc","Retraité",5769,13.38,,
24014,"Jonathan Tremblay","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Beaupré, Que./Qc","Étudiant",3332,7.73,,
24014,"Jacques Legros","Green Party","Parti Vert","Sainte-Famille, Que./Qc","Agriculteur",1147,2.66,,
24044,"Irwin Cotler","Liberal","Libéral","Côte-Saint-Luc, Que./Qc","Parliamentarian",19702,55.65,10026,28.3
24044,"Rafael Tzoubari","Conservative","Conservateur","Hampstead, Que./Qc","Homme d'affaires",9676,27.33,,
24044,"Nicolas Thibodeau","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Mont-Royal, Que./Qc","Directeur administratif",2733,7.72,,
24044,"Tyrell Alexander","Green Party","Parti Vert","Montréal, Que./Qc","Student",1565,4.42,,
24044,"Maryse Lavallée","Bloc Québécois","Bloc Québécois","Montréal, Que./Qc","Directrice SAQ",1543,4.36,,
24044,"Diane Johnston","Marxist-Leninist","Marxiste-Léniniste","Montréal, Que./Qc","Secrétaire",97,0.27,,
24044,"Antonio Artuso","Communist","Communiste","Montréal, Que./Qc","Translator and Interpretor",89,0.25,,
24045,"Marlene Jennings","Liberal","Libéral","Mont-Royal, Que./Qc","Parlementaire et avocate",19554,44.62,12446,28.4
24045,"Carmine Pontillo","Conservative","Conservateur","Pointe-Claire, Que./Qc","Lawyer",7108,16.22,,
24045,"Eric Taillefer","Bloc Québécois","Bloc Québécois","Terrebonne, Que./Qc","Étudiant UQAM",6962,15.89,,
24045,"Peter Deslauriers","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Montréal, Que./Qc","Teacher",6641,15.16,,
24045,"Jessica Gal","Green Party","Parti Vert","Montréal, Que./Qc","Musician",3378,7.71,,
24045,"Rachel Hoffman","Marxist-Leninist","Marxiste-Léniniste","Montréal, Que./Qc","Graphic Designer",177,0.4,,
24047,"Thomas Mulcair","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Beaconsfield, Que./Qc","Parlementaire",14348,39.53,2343,6.5
24047,"Sébastien Dhavernas","Liberal","Libéral","Sainte-Lucie-des-Laurentides, Que./Qc","Acteur",12005,33.08,,
24047,"Marcela Valdivia","Bloc Québécois","Bloc Québécois","Montréal, Que./Qc","Avocate",4554,12.55,,
24047,"Lulzim Laloshi","Conservative","Conservateur","Montréal, Que./Qc","Informaticien",3820,10.53,,
24047,"F. Monsieur Corde à Linge Pilon","Green Party","Parti Vert","Montréal, Que./Qc","Travailleur autonome",1566,4.31,,
24048,"Justin Trudeau","Liberal","Libéral","Montréal, Que./Qc","Enseignant",17724,41.47,1189,2.8
24048,"Vivian Barbot","Bloc Québécois","Bloc Québécois","Montréal, Que./Qc","Parlementaire",16535,38.69,,
24048,"Costa Zafiropoulos","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Montréal, Que./Qc","Quality Assurance Analyst",3734,8.74,,
24048,"Mustaque Sarker","Conservative","Conservateur","Montréal, Que./Qc","Comptable et gestion d'affaires",3262,7.63,,
24048,"Ingrid Hein","Green Party","Parti Vert","Montréal, Que./Qc","Writer",1213,2.84,,
24048,"Mahmood Raza Baig","Independent","Indépendant","Montréal, Que./Qc","Journalist",267,0.62,,
24049,"Bernard Patry","Liberal","Libéral","Rigaud, Que./Qc","Medecin",21468,46.94,9653,21.1
24049,"Pierre-Olivier Brunelle","Conservative","Conservateur","Sainte-Geneviève, Que./Qc","Comptable",11815,25.83,,
24049,"Shameem Siddiqui","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Dollard-Des Ormeaux, Que./Qc","Sales & Marketing",4823,10.55,,
24049,"Reny Gagnon","Bloc Québécois","Bloc Québécois","Laval, Que./Qc","Courtier d'assurances",4357,9.53,,
24049,"Ryan Young","Green Party","Parti Vert","Sainte-Anne-de-Bellevue, Que./Qc","Teacher",3161,6.91,,
24049,"Marsha Fine","Marxist-Leninist","Marxiste-Léniniste","Gatineau, Que./Qc","Editor",111,0.24,,
24050,"Lawrence Cannon","Conservative","Conservateur","Gatineau, Que./Qc","parlementaire",14023,32.71,3627,8.5
24050,"Cindy Duncan McMillan","Liberal","Libéral","Wakefield, Que./Qc","Farmer",10396,24.25,,
24050,"Marius Tremblay","Bloc Québécois","Bloc Québécois","Plaisance, Que./Qc","Compositeur-chercheur",9576,22.34,,
24050,"Céline Brault","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Chelsea, Que./Qc","Teacher",6616,15.43,,
24050,"André Sylvestre","Green Party","Parti Vert","Cantley, Que./Qc","Médecin",2148,5.01,,
24050,"Benoit Legros","Marxist-Leninist","Marxiste-Léniniste","La Pêche, Que./Qc","Étudiant",112,0.26,,
24051,"André Arthur","Independent","Indépendant","Québec, Que./Qc","Journaliste-animateur",15063,33.49,662,1.5
24051,"Richard Côté","Bloc Québécois","Bloc Québécois","Neuville, Que./Qc","Directeur, Conseil stratégique",14401,32.02,,
24051,"Stéphane Asselin","Liberal","Libéral","Québec, Que./Qc","Ebéniste",7320,16.27,,
24051,"André Turgeon","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Sainte-Brigitte-de-Laval, Que./Qc","Infirmier",5707,12.69,,
24051,"Nathan John Weatherdon","Green Party","Parti Vert","Québec, Que./Qc","Étudiant",1452,3.23,,
24051,"Jean Paradis","Independent","Indépendant","Saint-Casimir, Que./Qc","Cueilleur",1039,2.31,,
24052,"Christiane Gagnon","Bloc Québécois","Bloc Québécois","Québec, Que./Qc","Agente d'immeuble",21064,41.76,8121,16.1
24052,"Myriam Taschereau","Conservative","Conservateur","Québec, Que./Qc","Organisatrice régionale",12943,25.66,,
24052,"Damien Rousseau","Liberal","Libéral","Lac-Beauport, Que./Qc","Communicateur",8845,17.54,,
24052,"Catherine Roy-Goyette","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Québec, Que./Qc","Recherchiste",5933,11.76,,
24052,"Yonnel Bonaventure","Green Party","Parti Vert","Québec, Que./Qc","Industriel",1650,3.27,,
24053,"Nicolas Dufour","Bloc Québécois","Bloc Québécois","Repentigny, Que./Qc","Étudiant",31007,53.05,22154,37.9
24053,"Réjean Bellemare","NDP-New Democratic Party","NPD-Nouveau Parti démocratique","Le Gardeur, Que./Qc","Économiste",8853,15.15,,
24053,"Robert Semegen","Liberal","Libéral","Mascouche, Que./Qc","Conseiller",8751,14.97,,
24053,"Bruno Royer","Conservative","Conservateur","Repentigny, Que./Qc","homme d'affaires",8168,13.98,,
24053,"Paul W. Fournier","Green Party","Parti Vert","Mascouche, Que./Qc","Ingénieur",1666,2.85,,
